Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author full names,Author(s) ID,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID,Item type,Journal,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Series
2.0,"Z Wang, B Wen, Z Luo",Towards on blockchain data privacy protection with cryptography and software architecture approach,2020.0,Blockchain and Trustworthy Systems: Second …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-9213-3_16,"https://scholar.google.com/scholar?cites=6391166887344253596&as_sdt=2005&sciodt=0,5&hl=en",100.0,2023-11-16 18:25:10,,10.1007/978-981-15-9213-3_16,,,,,,,2.0,0.67,1.0,3.0,3.0,"… data privacy schemes are basically based on cryptography. On the premise of satisfying the constraint mechanism of blockchain, … At the same time, we study data privacy protection from …",,"https://scholar.google.com/scholar?q=related:nKpkFGz8sVgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
523.0,"A Zhang, X Lin",Towards secure and privacy-preserving data sharing in e-health systems via consortium blockchain,2018.0,Journal of medical systems,Springer,https://link.springer.com/article/10.1007/s10916-018-0995-5,"https://scholar.google.com/scholar?cites=10862365837131060857&as_sdt=2005&sciodt=0,5&hl=en",102.0,2023-11-16 18:25:10,,10.1007/s10916-018-0995-5,,,,,,,523.0,104.6,262.0,2.0,5.0,… We propose a framework for blockchain based PHI sharing with security and privacy preservation for diagnosis improvements in e-Health system. Two blockchains are introduced. The …,,"https://scholar.google.com/scholar?q=related:eRaJdi3gvpYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,"RU Haque, ASMT Hasan",Privacy-preserving multivariant regression analysis over blockchain-based encrypted IoMT data,2021.0,Artificial intelligence and Blockchain for future …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-74575-2_3,"https://scholar.google.com/scholar?cites=6956995109228574591&as_sdt=2005&sciodt=0,5&hl=en",104.0,2023-11-16 18:25:10,,10.1007/978-3-030-74575-2_3,,,,,,,12.0,6.0,6.0,2.0,2.0,… privacy issues of IoMT data at the time of training a linear regression model. Blockchain is … known as Paillier to protect all participant’s data privacy. To eliminate the territory on a third-…,https://www.researchgate.net/profile/Rakib-Ul-Haque/publication/351268753_Privacy-Preserving_Multivariant_Regression_Analysis_over_Blockchain-Based_Encrypted_IoMT_Data/links/6091501f92851c490fb6c55f/Privacy-Preserving-Multivariant-Regression-Analysis-over-Blockchain-Based-Encrypted-IoMT-Data.pdf,"https://scholar.google.com/scholar?q=related:f_eyLTE2jGAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,"OA Alzubi, JA Alzubi, K Shankar, ...",Blockchain and artificial intelligence enabled privacy‐preserving medical data transmission in Internet of Things,2021.0,Transactions on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.4360,"https://scholar.google.com/scholar?cites=6830968746223979615&as_sdt=2005&sciodt=0,5&hl=en",105.0,2023-11-16 18:25:10,,10.1002/ett.4360,,,,,,,45.0,22.5,11.0,4.0,2.0,… chain to attain privacy preservative distributed storing … or privacy of persons. Ivan 13 investigated the probability of using block chain as a storing method to protect medicinal data privacy…,,"https://scholar.google.com/scholar?q=related:X8x59uF5zF4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,"H Baskaran, S Yussof, FA Rahim",A Survey on Privacy Concerns in Blockchain Applications and Current Blockchain Solutions to Preserve Data Privacy,2020.0,"… ACeS 2019, Penang, Malaysia, July 30 …",Springer,https://link.springer.com/chapter/10.1007/978-981-15-2693-0_1,"https://scholar.google.com/scholar?cites=3886726033548553171&as_sdt=2005&sciodt=0,5&hl=en",109.0,2023-11-16 18:25:10,,10.1007/978-981-15-2693-0_1,,,,,,,5.0,1.67,2.0,3.0,3.0,… applications and various solutions for privacy preserving methods for blockchain. Our … of various privacy preserving methods for blockchain that assists in protecting data privacy. This …,https://www.researchgate.net/profile/Yl-Ho-2/publication/338643558_Comparison_Between_BlindLogin_and_Other_Graphical_Password_Authentication_Systems/links/5e572313a6fdccbeba05779b/Comparison-Between-BlindLogin-and-Other-Graphical-Password-Authentication-Systems.pdf#page=15,"https://scholar.google.com/scholar?q=related:06vsGLxs8DUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,"U Bodkhe, A Verma, D Saraswat, ...",Adoption of Blockchain for Data Privacy in 6G-Envisioned Augmented Reality: Opportunities and Challenges,2022.0,… and Smart Cities …,Springer,https://link.springer.com/chapter/10.1007/978-981-19-0284-0_38,"https://scholar.google.com/scholar?cites=15349660811104786663&as_sdt=2005&sciodt=0,5&hl=en",121.0,2023-11-16 18:25:10,,10.1007/978-981-19-0284-0_38,,,,,,,2.0,2.0,1.0,4.0,1.0,"… is communicated through open channels, it raises privacy … privacy and induce trust among AR stakeholders, blockchain … the integration of BC to induce data privacy in AR ecosystems. A …",,"https://scholar.google.com/scholar?q=related:55iihC7zBNUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,"G Srivastava, RM Parizi, A Dehghantanha, ...",Data sharing and privacy for patient iot devices using blockchain,2019.0,… Conference on Smart …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-1301-5_27,"https://scholar.google.com/scholar?cites=2676193029867304874&as_sdt=2005&sciodt=0,5&hl=en",133.0,2023-11-16 18:25:10,,10.1007/978-981-15-1301-5_27,,,,,,,44.0,11.0,11.0,4.0,4.0,"… However, there are a number of limitations underpinning the use of blockchain, which limits … blockchain protocol called GHOSTDAG in both a public blockchain and a private blockchain…",https://www.researchgate.net/profile/Reza-Parizi/publication/336672026_Data_Sharing_and_Privacy_for_Patient_IoT_Devices_Using_Blockchain/links/5dab4f43299bf111d4bee117/Data-Sharing-and-Privacy-for-Patient-IoT-Devices-Using-Blockchain.pdf,"https://scholar.google.com/scholar?q=related:qvedr2G_IyUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,"ZX Nie, YZT Long, SL Zhang, ...",A controllable privacy data transmission mechanism for internet of things system based on blockchain,2022.0,International Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/15501329221088450,"https://scholar.google.com/scholar?cites=13652232479182373359&as_sdt=2005&sciodt=0,5&hl=en",136.0,2023-11-16 18:25:10,,10.1177/15501329221088450,,,,,,,6.0,6.0,2.0,4.0,1.0,"… on the realization of data sharing by blockchain technology in their respective fields from the perspectives of improving the consensus mechanism, data privacy protection, and storage …",https://journals.sagepub.com/doi/pdf/10.1177/15501329221088450,"https://scholar.google.com/scholar?q=related:70G3cBt5dr0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,G Verma,Blockchain-based privacy preservation framework for healthcare data in cloud environment,2022.0,Journal of Experimental &Theoretical Artificial …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/0952813X.2022.2135611,"https://scholar.google.com/scholar?cites=2575036055471434461&as_sdt=2005&sciodt=0,5&hl=en",140.0,2023-11-16 18:25:10,,10.1080/0952813X.2022.2135611,,,,,,,3.0,3.0,3.0,1.0,1.0,"… regarding data privacy and … blockchain technology for secure health data in the cloud, which aids in ensuring authentication and offers integrity to medical records. Here, blockchain with …",https://www.researchgate.net/profile/Garima-Verma-3/publication/365636735_Blockchain-based_privacy_preservation_framework_for_healthcare_data_in_cloud_environment_Blockchain-based_privacy_preservation_framework_for_healthcare_data_in_cloud_environment/links/637c98fd37878b3e87d129b3/Blockchain-based-privacy-preservation-framework-for-healthcare-data-in-cloud-environment-Blockchain-based-privacy-preservation-framework-for-healthcare-data-in-cloud-environment.pdf,"https://scholar.google.com/scholar?q=related:3aoyOqZdvCMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,"K Fan, Y Ren, Y Wang, H Li, Y Yang",Blockchain‐based efficient privacy preserving and data sharing scheme of content‐centric network in 5G,2018.0,IET communications,Wiley Online Library,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-com.2017.0619,"https://scholar.google.com/scholar?cites=15454192427677572875&as_sdt=2005&sciodt=0,5&hl=en",148.0,2023-11-16 18:25:10,,10.1049/iet-com.2017.0619,,,,,,,154.0,30.8,31.0,5.0,5.0,… and encrypted cloud storage to implement our scheme focused on data providers’ records … related work about data privacy protection. We will describe privacy protection and share from …,https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/iet-com.2017.0619,"https://scholar.google.com/scholar?q=related:C99AFiJSeNYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,"A Ali, MF Pasha, OH Fang, R Khan, MA Almaiah, ...",Big data based smart blockchain for information retrieval in privacy-preserving healthcare system,2022.0,Big Data Intelligence for …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-87954-9_13,"https://scholar.google.com/scholar?cites=9234910663303669550&as_sdt=2005&sciodt=0,5&hl=en",154.0,2023-11-16 18:25:10,,10.1007/978-3-030-87954-9_13,,,,,,,9.0,9.0,2.0,6.0,1.0,… blockchain architecture. The integration of the ECC-based ring signature was considered to ensure maximized user data privacy with transparency in the blockchain … user data privacy …,,"https://scholar.google.com/scholar?q=related:Lqeu0lH-KIAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,"I Yilmaz, K Kapoor, A Siraj, M Abouyoussef",Privacy protection of grid users data with blockchain and adversarial machine learning,2021.0,Proceedings of the 2021 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3445969.3450431,"https://scholar.google.com/scholar?cites=2343395496070594165&as_sdt=2005&sciodt=0,5&hl=en",162.0,2023-11-16 18:25:10,,10.1145/3445969.3450431,,,,,,,16.0,8.0,4.0,4.0,2.0,"… addresses privacy violation of consumers’ energy usage data … for the privacy protection while allowing benefits of energy data … While the AMLODA-B model offers data privacy service, it …",https://arxiv.org/pdf/2101.06308,"https://scholar.google.com/scholar?q=related:db6Jr8lphSAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,"RA Ziar, S Irfanullah, WU Khan, ...",Privacy preservation for on-chain data in the permissionless blockchain using symmetric key encryption and smart contract,2021.0,… Research Journal Of …,search.informit.org,https://search.informit.org/doi/abs/10.3316/informit.734213617618904,"https://scholar.google.com/scholar?cites=175341057366816179&as_sdt=2005&sciodt=0,5&hl=en",168.0,2023-11-16 18:25:10,,10.3316/informit.734213617618904,,,,,,,7.0,3.5,2.0,4.0,2.0,… data privacy. To deal with this issue we provide a privacy-preserving solution for permissionless blockchain to empower the user to take control of transaction data in the open ledger. …,https://search.informit.org/doi/pdf/10.3316/informit.734213617618904,"https://scholar.google.com/scholar?q=related:s_XjPsPvbgIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,"PV Klaine, H Xu, L Zhang, M Imran, Z Zhu",A Privacy-Preserving Blockchain Platform for a Data Marketplace,2023.0,… Technologies: Research and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3573894,"https://scholar.google.com/scholar?cites=6894970627293421771&as_sdt=2005&sciodt=0,5&hl=en",172.0,2023-11-16 18:25:10,,10.1145/3573894,,,,,,,3.0,3.0,1.0,5.0,1.0,… privacy over their generated data are needed. In this paper we propose a novel privacy-preserving blockchain framework for a data … the end-to-end data privacy and integrity in a fully …,https://www.researchgate.net/profile/Lei-Zhang-303/publication/365747880_A_Privacy-Preserving_Blockchain_Platform_for_a_Data_Marketplace/links/6381269f7b0e356feb827342/A-Privacy-Preserving-Blockchain-Platform-for-a-Data-Marketplace.pdf,"https://scholar.google.com/scholar?q=related:y6CTIEHbr18J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,"C Kaiser, M Steger, A Dorri, A Festl, A Stocker, ...",Towards a privacy-preserving way of vehicle data sharing–a case for blockchain technology?,2019.0,… 2018: Smart Systems for …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-99762-9_10,"https://scholar.google.com/scholar?cites=8996392855666143&as_sdt=2005&sciodt=0,5&hl=en",179.0,2023-11-16 18:25:10,,10.1007/978-3-319-99762-9_10,,,,,,,31.0,7.75,5.0,6.0,4.0,"… work and background for Blockchain technology in the … data sharing ecosystem, the underlying privacy challenge and propose possible privacy setting schemes protecting the privacy of …",https://scottproject.eu/wp-content/uploads/2019/08/Kaiser_Towards-a-Privacy-Preserving-Way-of-Vehicle-Data-Sharing-A-Case-for-Blockchain-Technology_SCOTT_version.pdf,"https://scholar.google.com/scholar?q=related:3_1r8Cv2HwAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,"Q Huang, S Chen, H Zhao, J Wen",Blockchain-based intelligent hospital security and data privacy construction,2019.0,Journal of Physics …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1187/5/052064/meta,"https://scholar.google.com/scholar?cites=5172884328188891336&as_sdt=2005&sciodt=0,5&hl=en",182.0,2023-11-16 18:25:10,,10.1088/1742-6596/1187/5/052064,,,,,,,3.0,0.75,1.0,4.0,4.0,"… Blockchain technology may solve the above problems to some extent, so we can introduce … data and store it by using blockchain technology to build a decentralized and trustworthy data …",https://iopscience.iop.org/article/10.1088/1742-6596/1187/5/052064/pdf,"https://scholar.google.com/scholar?q=related:yFDirePGyUcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,"H Tian, X Ge, J Wang, C Li, H Pan",Research on distributed blockchain‐based privacy‐preserving and data security framework in IoT,2020.0,IET Communications,Wiley Online Library,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-com.2019.0485,"https://scholar.google.com/scholar?cites=13108333643296557587&as_sdt=2005&sciodt=0,5&hl=en",184.0,2023-11-16 18:25:10,,10.1049/iet-com.2019.0485,,,,,,,17.0,5.67,3.0,5.0,3.0,"… analysed the compatibility between blockchain technology and IoT … by IoT and use blockchain to provide security and privacy, we … -Fabric can ensure data privacy by creating dedicated …",https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/iet-com.2019.0485,"https://scholar.google.com/scholar?q=related:E0r-Zf8n6rUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,"H Jin, C Xu, Y Luo, P Li",Blockchain-based secure and privacy-preserving clinical data sharing and integration,2020.0,… and Architectures for Parallel Processing: 20th …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-60248-2_7,"https://scholar.google.com/scholar?cites=14241931867780309454&as_sdt=2005&sciodt=0,5&hl=en",185.0,2023-11-16 18:25:10,,10.1007/978-3-030-60248-2_7,,,,,,,5.0,1.67,1.0,4.0,3.0,"… medical data silos and to provide privacy-preserving data sharing via blockchain and … We leverage broadcast encryption, key regression, data privacy classification, blockchain and …",,"https://scholar.google.com/scholar?q=related:zmFcppOBpcUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,"S Chen, X Fu, H Si, Y Wang, S Gao, ...",Blockchain for Health IoT: A privacy‐preserving data sharing system,2022.0,Software: Practice and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3114,"https://scholar.google.com/scholar?cites=16730193289119167332&as_sdt=2005&sciodt=0,5&hl=en",189.0,2023-11-16 18:25:10,,10.1002/spe.3114,,,,,,,5.0,5.0,1.0,6.0,1.0,"… users in sharing data selectively, thereby reducing the risk of data privacy leakage and … on this basis, a blockchain-based EMR privacy-preserving data sharing scheme known as …",,"https://scholar.google.com/scholar?q=related:ZHOS9SeWLegJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,"A Alnemari, S Arodi, VR Sosa, S Pandey, ...","Protecting infrastructure data via enhanced access control, blockchain and differential privacy",2018.0,… Protection XII: 12th IFIP …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-04537-1_7,"https://scholar.google.com/scholar?cites=2307641525453020857&as_sdt=2005&sciodt=0,5&hl=en",200.0,2023-11-16 18:25:10,,10.1007/978-3-030-04537-1_7,,,,,,,17.0,3.4,3.0,5.0,5.0,… blockchain and differential privacy to provide strong data protection for critical infrastructure assets and reduce data privacy … access and differential privacy strategies based on user …,https://hal.science/hal-02076303/document,"https://scholar.google.com/scholar?q=related:uV6Rsb1jBiAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
