Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
26,"K Ito, K Tago, Q Jin",i-Blockchain: A blockchain-empowered individual-centric framework for privacy-preserved use of personal health data,2018,2018 9th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8589418/,"https://scholar.google.com/scholar?cites=4813231256800882191&as_sdt=2005&sciodt=0,5&hl=en",81,2022-05-23 9:55:50,,,,,,,,,26,6.5,9,3,4,… using an individual-centric framework for the utilization of personal health data based on an extension of a permissioned blockchain in this study. The basic architecture is shown in Fig. …,https://www.researchgate.net/profile/Kiichi-Tago/publication/329958943_i-Blockchain_A_Blockchain-Empowered_Individual-Centric_Framework_for_Privacy-Preserved_Use_of_Personal_Health_Data/links/5e4f8b40458515072dac079e/i-Blockchain-A-Blockchain-Empowered-Individual-Centric-Framework-for-Privacy-Preserved-Use-of-Personal-Health-Data.pdf,"https://scholar.google.com/scholar?q=related:D25sk1MIzEIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
26,"A Nawaz, TN Gia, JP Queralta, ...",Edge AI and blockchain for privacy-critical and data-sensitive applications,2019,… Conference on Mobile …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9006635/,"https://scholar.google.com/scholar?cites=15884887495764502275&as_sdt=2005&sciodt=0,5&hl=en",29,2022-05-23 9:55:50,,,,,,,,,26,8.67,7,4,3,"… In privacy-critical systems, the appearance of new vulnerabilities is more significant. To … an Ethereum Blockchain based architecture with edge artificial intelligence to analyze data at the …",https://www.researchgate.net/profile/Jorge-Pena-Queralta/publication/335620695_Edge_AI_and_Blockchain_for_Privacy-Critical_and_Data-Sensitive_Applications/links/5e9d3bff299bf13079aa3fab/Edge-AI-and-Blockchain-for-Privacy-Critical-and-Data-Sensitive-Applications.pdf,"https://scholar.google.com/scholar?q=related:A2cWAgR1ctwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
26,"H Huang, P Zhu, F Xiao, X Sun, Q Huang",A blockchain-based scheme for privacy-preserving and secure sharing of medical data,2020,Computers & Security,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167404820302832,"https://scholar.google.com/scholar?cites=14093845902313432639&as_sdt=2005&sciodt=0,5&hl=en",49,2022-05-23 9:55:50,,,,,,,,,26,13,5,5,2,"… exponential increase of medical data. In this paper, a blockchain-based privacy-preserving scheme is proposed, which realizes secure sharing of medical data between several entities …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7462555/,"https://scholar.google.com/scholar?q=related:P6Z8_ixml8MJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
24,"AA Shrier, A Chang, N Diakun-Thibault, L Forni, ...","Blockchain and health IT: algorithms, privacy, and data",2016,… /NIST Use of Blockchain for …,,,"https://scholar.google.com/scholar?cites=11286512505039373433&as_sdt=2005&sciodt=0,5&hl=en",344,2022-05-23 9:55:50,CITATION,,,,,,,,24,4,5,5,6,,,"https://scholar.google.com/scholar?q=related:eUTgJ1O_oZwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
24,"S Gilda, M Mehrotra",Blockchain for student data privacy and consent,2018,2018 International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8441445/,"https://scholar.google.com/scholar?cites=9926670920234665202&as_sdt=2005&sciodt=0,5&hl=en",4,2022-05-23 9:55:50,,,,,,,,,24,6,12,2,4,"… Blockchain technology represents a promising approach for … , allowing a public school data administrator the ability to grant … for data access rights relying on smart contracts. These …",,"https://scholar.google.com/scholar?q=related:8oTJspuewokJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
23,"TLN Dang, MS Nguyen",An approach to data privacy in smart home using blockchain technology,2018,2018 International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8589489/,"https://scholar.google.com/scholar?cites=12531019235001705317&as_sdt=2005&sciodt=0,5&hl=en",3,2022-05-23 9:55:50,,,,,,,,,23,5.75,12,2,4,"… an approach to data privacy using blockchain technology for … Section II presents research related to blockchain technology … apply blockchain technology into the IoT, IoTBlockchain …",,"https://scholar.google.com/scholar?q=related:ZSPdH5of560J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
23,"K Miyachi, TK Mackey",hOCBS: A privacy-preserving blockchain framework for healthcare data leveraging an on-chain and off-chain system design,2021,Information Processing & Management,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457321000431,"https://scholar.google.com/scholar?cites=8648300501685470106&as_sdt=2005&sciodt=0,5&hl=en",40,2022-05-23 9:55:50,,,,,,,,,23,23,12,2,1,"… Key features of OCBS’ are their ability to improve scalability, reduce data storage requirements, and enhance data privacy, all extremely critical issues to enable broader blockchain …",http://ghpolicy.org/resources/Publications-2021/hOCBS--A-Privacy-Preserving-Blockchain-Framework-for-Healthcare-Data-Leveraging-an-On-chain-and-Off-chain-System-Design.pdf,"https://scholar.google.com/scholar?q=related:moPLUXzvBHgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
22,"Q Kong, L Su, M Ma",Achieving privacy-preserving and verifiable data sharing in vehicular fog with blockchain,2020,IEEE Transactions on Intelligent …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9069253/,"https://scholar.google.com/scholar?cites=1428930310613020524&as_sdt=2005&sciodt=0,5&hl=en",111,2022-05-23 9:55:50,,,,,,,,,22,11,7,3,2,"… In this paper, we propose a blockchain-based privacypreserving vehicular sensory data collection and sharing scheme. By exploiting the 2-DNF cryptosystem and an identity-based …",,"https://scholar.google.com/scholar?q=related:bK_g9IuU1BMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
22,"Y Liu, J Zhang, J Zhan",Privacy protection for fog computing and the internet of things data based on blockchain,2021,Cluster Computing,Springer,https://link.springer.com/article/10.1007/s10586-020-03190-3,"https://scholar.google.com/scholar?cites=10178036880745109529&as_sdt=2005&sciodt=0,5&hl=en",52,2022-05-23 9:55:50,HTML,10.1007/s10586-020-03190-3,,,,,,,22,22,7,3,1,… a blockchain-based distributed access control system to maintain the IoT data privacy. In this … problems related to IoT data privacy as a result of its vulnerability to data leakage. Moreover…,https://link.springer.com/article/10.1007/s10586-020-03190-3,"https://scholar.google.com/scholar?q=related:GRijE56mP40J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
21,"LY Yeh, PJ Lu, SH Huang, ...",SOChain: a privacy-preserving DDoS data exchange service over SOC consortium blockchain,2020,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9040569/,"https://scholar.google.com/scholar?cites=1223988546508467060&as_sdt=2005&sciodt=0,5&hl=en",92,2022-05-23 9:55:50,,,,,,,,,21,10.5,5,4,2,"… DDoS data. In this article, we propose a decentralized DDoS data exchange platform, namely SOChain, using blockchain … deployed onto the blockchain system. To address the issue of …",,"https://scholar.google.com/scholar?q=related:dKvIGxl7_BAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
20,"F Daneshgar, O Ameri Sianaki, ...",Blockchain: a research framework for data security and privacy,2019,Workshops of the …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-15035-8_95,"https://scholar.google.com/scholar?cites=4726348822490816233&as_sdt=2005&sciodt=0,5&hl=en",41,2022-05-23 9:55:50,,10.1007/978-3-030-15035-8_95,,,,,,,20,6.67,7,3,3,"… theme called ‘blockchain data security and privacy’, and … such as ‘blockchain (security) applications’, ‘blockchain (security) … , a blockchain-based architecture for preserving data privacy, …",https://www.researchgate.net/profile/Farhad-Daneshgar/publication/331760491_Blockchain_A_Research_Framework_for_Data_Security_and_Privacy/links/5d05da82458515b055d55a50/Blockchain-A-Research-Framework-for-Data-Security-and-Privacy,"https://scholar.google.com/scholar?q=related:6Z4meTZdl0EJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
20,"L Hirtan, P Krawiec, C Dobre, ...",Blockchain-based approach for e-health data access management with privacy protection,2019,2019 IEEE 24th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8858469/,"https://scholar.google.com/scholar?cites=9427690148418821308&as_sdt=2005&sciodt=0,5&hl=en",64,2022-05-23 9:55:50,,,,,,,,,20,6.67,5,4,3,"… many blockchain based software solutions within a wide range of domains. In this paper we present a system design where blockchain … In order to protect confidential data, our solution …",,"https://scholar.google.com/scholar?q=related:vBz0bD3i1YIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
20,"Y Li, K Ouyang, N Li, R Rahmani, H Yang, Y Pei",A blockchain-assisted intelligent transportation system promoting data services with privacy protection,2020,Sensors,mdpi.com,https://www.mdpi.com/702284,"https://scholar.google.com/scholar?cites=7725037027229888065&as_sdt=2005&sciodt=0,5&hl=en",93,2022-05-23 9:55:50,,,,,,,,,20,10,3,6,2,"… ITS architecture by using blockchain technology solving the privacy protection and security … terms of data privacy and security in ITS infrastructure networks, the blockchain technology …",https://www.mdpi.com/1424-8220/20/9/2483/pdf,"https://scholar.google.com/scholar?q=related:Qe7GTD_YNGsJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
19,"H Liu, RG Crespo, OS Martínez",Enhancing privacy and data security across healthcare applications using blockchain and distributed ledger concepts,2020,Healthcare,mdpi.com,https://www.mdpi.com/783322,"https://scholar.google.com/scholar?cites=5681418612022562742&as_sdt=2005&sciodt=0,5&hl=en",65,2022-05-23 9:55:50,,,,,,,,,19,9.5,6,3,2,"… blockchain-based digital platforms allow for fast, easy, and seamless interactions between data suppliers to enhance privacy and data … The author developed a blockchain for privacy …",https://www.mdpi.com/2227-9032/8/3/243/htm,"https://scholar.google.com/scholar?q=related:ts_lTSB02E4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
19,"H Fan, Y Liu, Z Zeng",Decentralized privacy-preserving data aggregation scheme for smart grid based on blockchain,2020,Sensors,mdpi.com,https://www.mdpi.com/828126,"https://scholar.google.com/scholar?cites=5510575899195737604&as_sdt=2005&sciodt=0,5&hl=en",98,2022-05-23 9:55:50,,,,,,,,,19,9.5,6,3,2,… privacy-preserving data aggregation (DPPDA) scheme for smart grid based on blockchain. In … center and the trusted third party while protecting the data privacy of the user’s smart meter. …,https://www.mdpi.com/1424-8220/20/18/5282/htm,"https://scholar.google.com/scholar?q=related:BAZkg5V_eUwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
18,"G Srivastava, AD Dwivedi, R Singh",Automated remote patient monitoring: Data sharing and privacy using blockchain,2018,arXiv preprint arXiv:1811.03417,arxiv.org,https://arxiv.org/abs/1811.03417,"https://scholar.google.com/scholar?cites=2146392945563878141&as_sdt=2005&sciodt=0,5&hl=en",79,2022-05-23 9:55:50,,,,,,,,,18,4.5,6,3,4,"… The solution for data privacy and security could very well be Blockchain … two blockchain based protocols, private blockchain where we perform all experiment with patient health data …",https://arxiv.org/pdf/1811.03417,"https://scholar.google.com/scholar?q=related:_UK9DAOFyR0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
17,"L Guo, H Xie, Y Li",Data encryption based blockchain and privacy preserving mechanisms towards big data,2020,Journal of Visual Communication and Image …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1047320319303621,"https://scholar.google.com/scholar?cites=2358225407684615849&as_sdt=2005&sciodt=0,5&hl=en",84,2022-05-23 9:55:50,,,,,,,,,17,8.5,6,3,2,"… Aiming at data encryption mechanism, we discuss existing anonymity and privacy protection schemes. Our discussion can further promote the development of Blockchain. …",,"https://scholar.google.com/scholar?q=related:qZ5XjYMZuiAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
17,"B Jia, X Zhang, J Liu, Y Zhang, ...",Blockchain-enabled federated learning data protection aggregation scheme with differential privacy and homomorphic encryption in IIoT,2021,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9448383/,"https://scholar.google.com/scholar?cites=14995914474605284063&as_sdt=2005&sciodt=0,5&hl=en",134,2022-05-23 9:55:50,,,,,,,,,17,17,3,5,1,"… data and privacy concerns for individual data, we design the novel blockchainenabled federated data … the dual protection of data privacy and model privacy by model sharing pattern. …",,"https://scholar.google.com/scholar?q=related:34r8TMMwHNAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
16,"ZHU Liehuang, D Hui, S Meng",Privacy protection mechanism for blockchain transaction data,2018,Big Data Research,infocomm-journal.com,http://www.infocomm-journal.com/bdr/EN/Y2018/V4/I1/2018005,"https://scholar.google.com/scholar?cites=2132888178368383571&as_sdt=2005&sciodt=0,5&hl=en",73,2022-05-23 9:55:50,,,,,,,,,16,4,5,3,4,"… and other privacy information from this data by applying big data analysis techniques. … data analysis on blockchain transaction data was analyzed, and the attack methods based on data …",http://www.infocomm-journal.com/bdr/EN/article/downloadArticleFile.do?attachType=PDF&id=166902,"https://scholar.google.com/scholar?q=related:UwpHaX-KmR0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
16,"AK Shrestha, R Deters, J Vassileva",User-controlled privacy-preserving user profile data sharing based on blockchain,2019,arXiv preprint arXiv:1909.05028,arxiv.org,https://arxiv.org/abs/1909.05028,"https://scholar.google.com/scholar?cites=17472156312392216820&as_sdt=2005&sciodt=0,5&hl=en",118,2022-05-23 9:55:50,,,,,,,,,16,5.33,5,3,3,"… for data sharing and management have privacy and … blockchain in user modeling. In this paper, we constructed a decentralized data sharing architecture with MultiChain blockchain in …",https://arxiv.org/pdf/1909.05028,"https://scholar.google.com/scholar?q=related:9LA8PJiRefIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
15,"F Loukil, C Ghedira-Guegan, K Boukadi, ...",Towards an end-to-end IoT data privacy-preserving framework using blockchain technology,2018,… Conference on Web …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-02922-7_5,"https://scholar.google.com/scholar?cites=9102242375702792037&as_sdt=2005&sciodt=0,5&hl=en",16,2022-05-23 9:55:50,,10.1007/978-3-030-02922-7_5,,,,,,,15,3.75,4,4,4,"… privacy, a rigorous privacy model that preserves data privacy while maintaining utility in our framework. In fact, by adding some noise to the transactions, we can prevent blockchain …",https://hal.archives-ouvertes.fr/hal-01871493/file/loukil2018towards.pdf,"https://scholar.google.com/scholar?q=related:ZcdFBzepUX4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
